name,osm_id,amenity,x,y
,4158851208,bicycle_parking,-122.6859892,45.5258039
,4158851209,bicycle_parking,-122.6858108,45.5258062
,4158851210,bicycle_parking,-122.6855613,45.5258133
,4162519928,bicycle_parking,-122.6859842,45.5250916
,4162519931,bicycle_parking,-122.6857437,45.5250988
,4162519940,bicycle_parking,-122.685341,45.5252053
,4162519942,bicycle_parking,-122.6862,45.5253152
,4162519943,bicycle_parking,-122.6862007,45.5253523
,4162519947,waste_basket,-122.6862101,45.525692
Safeway,4172543691,pharmacy,-122.6847507,45.5303892
,4172543695,waste_basket,-122.6863361,45.530079
,4172543711,waste_basket,-122.6855895,45.5306751
Portland Dermatology Clinic,4173986913,doctors,-122.6859452,45.5312955
,4173986923,parking_entrance,-122.6863853,45.5309751
,4173986928,bicycle_parking,-122.6855593,45.5312481
,4173986929,bicycle_parking,-122.68556,45.5312903
,4173986937,waste_basket,-122.6856163,45.5313735
,4173986944,waste_basket,-122.686381,45.5313913
,4173986947,bicycle_parking,-122.6860206,45.5313998
,4173986948,bicycle_parking,-122.6858892,45.5314021
,4173986952,motorcycle_parking,-122.686379,45.5314886
,4173986955,waste_basket,-122.6852709,45.5315111
,4173986988,bicycle_parking,-122.6856703,45.5322317
,4173988590,bicycle_parking,-122.6856025,45.5323031
,4175245447,bicycle_parking,-122.6832999,45.5249754
,4175245455,waste_basket,-122.6822827,45.5252387
,4175245461,bicycle_parking,-122.6822907,45.5253092
,4175453928,bicycle_parking,-122.6830347,45.5243297
,4175453937,bicycle_parking,-122.6825472,45.5244462
,4175453938,bicycle_parking,-122.6824741,45.524449
,4175453942,bicycle_parking,-122.682281,45.5248211
,4175453949,bicycle_parking,-122.6822864,45.5248944
,4175453951,bicycle_parking,-122.6831423,45.5249741
,4175453957,bicycle_parking,-122.6829851,45.525046
,4175453958,waste_basket,-122.6823427,45.5250466
,4175453959,bicycle_parking,-122.6827128,45.5250477
,4175453960,bicycle_parking,-122.6825761,45.5250486
,4175453961,bicycle_parking,-122.68245,45.5250494
,4177481710,waste_basket,-122.6830401,45.5237055
,4177481711,bench,-122.6830196,45.523711
,4177481712,recycling,-122.6830393,45.5237117
,4177481717,bench,-122.6832415,45.523772
,4177481719,waste_basket,-122.682233,45.5238007
,4177481722,bicycle_parking,-122.6822354,45.5239322
,4177481723,bicycle_parking,-122.6830967,45.5239393
,4177481724,atm,-122.6820531,45.5239496
,4177481727,parking_entrance,-122.6830667,45.5240206
,4177481728,bicycle_parking,-122.6820952,45.5240699
,4177481738,bicycle_parking,-122.6831369,45.5242696
,4177481739,recycling,-122.6831248,45.5242877
,4177481740,waste_basket,-122.6831404,45.524289
,4177481744,bicycle_parking,-122.6823172,45.5243433
,4177481746,waste_basket,-122.6830813,45.524433
,4178639975,waste_basket,-122.6833343,45.5237036
,4178639976,recycling,-122.6833211,45.5237038
,4178639977,bicycle_parking,-122.6838329,45.5237039
,4178639978,bicycle_parking,-122.6835024,45.5237072
,4178639984,parking_entrance,-122.6840728,45.5239802
,4178671796,waste_basket,-122.6840649,45.524316
,4178671797,recycling,-122.6840637,45.5243237
,4179568962,bicycle_parking,-122.683501,45.5251373
,4179568963,bicycle_parking,-122.6835641,45.5251392
,4179568971,bicycle_parking,-122.6833025,45.5253477
,4179666175,waste_basket,-122.6842442,45.5230656
,4179670891,bicycle_parking,-122.6843607,45.5236927
,4179670892,parking_entrance,-122.6843105,45.5239408
,4179670894,bicycle_parking,-122.6843338,45.5248671
,4179670895,bicycle_parking,-122.6850098,45.5249902
,4179670896,waste_basket,-122.6849856,45.5249912
,4179670897,bicycle_parking,-122.684539,45.5250053
,4182225936,waste_basket,-122.6765176,45.5209401
,4182225938,recycling,-122.6765053,45.5209614
,4182225942,drinking_water,-122.6773704,45.5211683
,4182225944,bicycle_parking,-122.676382,45.5212233
,4182225946,bench,-122.6773329,45.5212923
,4182225948,bicycle_parking,-122.6773953,45.5214939
,4182225949,car_sharing,-122.6764075,45.5215014
,4182225952,waste_basket,-122.6766576,45.5215474
,4182225953,taxi,-122.6765913,45.5215493
,4184587070,bicycle_parking,-122.6790059,45.5203058
,4184587071,recycling,-122.6780457,45.5203088
,4184587074,waste_basket,-122.6780416,45.5203164
,4184587076,waste_basket,-122.6778586,45.5203172
,4184587077,recycling,-122.6778754,45.5203203
,4184587078,bicycle_parking,-122.67775,45.5203237
,4184587080,bench,-122.6766493,45.5203324
,4184587083,bicycle_parking,-122.6774821,45.5203587
,4184587084,bicycle_parking,-122.6766305,45.5203643
,4184587087,fountain,-122.6765165,45.5203878
,4184590292,bicycle_parking,-122.6781566,45.5204221
,4184590305,bench,-122.6767123,45.5205621
,4184590307,recycling,-122.6764867,45.5206363
,4184590308,waste_basket,-122.6764793,45.5206552
,4184590309,bicycle_parking,-122.6762429,45.5206758
,4184590310,bicycle_parking,-122.6763475,45.5207031
,4184590311,post_box,-122.6766908,45.5207876
,4184590312,waste_basket,-122.6767498,45.5208036
,4184590317,bicycle_parking,-122.6770248,45.5208835
,4184590319,recycling,-122.6774983,45.5209336
,4184590320,waste_basket,-122.6774828,45.5209682
,4218545970,vending_machine,-122.6692971,45.5345348
,4218545971,vending_machine,-122.669307,45.5345428
,4223878239,waste_basket,-122.6615006,45.5396745
,4223878252,bicycle_parking,-122.661504,45.5397298
,4234852004,recycling,-122.6764377,45.5281043
,4234852005,waste_basket,-122.6764379,45.5281136
The Untattoo Parlor,4242208713,doctors,-122.6847887,45.5270752
Joyful Noise,4244776477,kindergarten,-122.6724752,45.5202882
,4244776613,bicycle_parking,-122.6717746,45.520348
,4244776619,bicycle_parking,-122.671945,45.5206574
,4244776621,bicycle_parking,-122.6719254,45.5207008
,4244776623,bicycle_parking,-122.6718798,45.5207853
,4244776627,bicycle_parking,-122.671807,45.5209233
Zipcar,4251953138,car_sharing,-122.6628355,45.5345365
,4254772314,smoking_area,-122.6768009,45.5286149
,4254772316,bicycle_parking,-122.6765117,45.5287939
Walgreens,4259516653,pharmacy,-122.6600984,45.5348406
,4259516658,bench,-122.6628158,45.5342452
,4259516664,vending_machine,-122.6641058,45.5344353
,4259516665,vending_machine,-122.6603389,45.5344364
,4259516688,charging_station,-122.6598385,45.5345762
,4259517506,vending_machine,-122.6625877,45.5347265
,4259517508,vending_machine,-122.6605349,45.5347743
,4259517510,vending_machine,-122.6595432,45.534825
,4259517519,vending_machine,-122.6601321,45.5349951
,4259517520,vending_machine,-122.6631049,45.5350215
,4259517521,vending_machine,-122.663444,45.5350328
,4259952840,waste_basket,-122.6603973,45.5347217
,4259952841,waste_basket,-122.6604737,45.5347215
,4259952842,bicycle_parking,-122.6601847,45.5347192
,4259952843,bicycle_parking,-122.6602143,45.534719
,4259967431,bicycle_parking,-122.6610315,45.5349947
,4272800621,bicycle_parking,-122.6613664,45.5344338
,4272800622,parking_entrance,-122.6612718,45.5344502
,4272800625,bicycle_parking,-122.6611733,45.5345631
,4272800626,bicycle_parking,-122.6612105,45.5345631
,4272800628,parking_entrance,-122.6615,45.5346941
Taste of Bangkok,4277454128,restaurant,-122.659226,45.5346747
Paraiso Mexican Food,4283205592,fast_food,-122.6736015,45.5225017
,4285722857,bicycle_parking,-122.667001,45.5342292
Lloyd Cycle Station,4301599422,bicycle_parking,-122.6581124,45.5309574
Southwest 10th at Stark,4334040475,bicycle_rental,-122.6811438,45.5216817
Northwest Naito at Ironside,4343744082,bicycle_rental,-122.6742288,45.5288769
,4384746707,waste_basket,-122.6666319,45.5382307
,4384746728,bicycle_parking,-122.6673252,45.5394335
,4384746731,bicycle_parking,-122.6673373,45.5394885
,4384746733,bicycle_parking,-122.6668451,45.5395369
,4384746734,bicycle_parking,-122.6669282,45.5395387
Biketown PDX NW 2nd at Everett,4386457058,bicycle_rental,-122.6725417,45.5254051
Biketown PDX SW Naito at Ankeny Plaza,4386457060,bicycle_rental,-122.6703877,45.5226795
Northwest Marshall at Tanner Springs Park,4404520107,bicycle_rental,-122.6817228,45.530892
Northwest 13th at Marshall,4404550204,bicycle_rental,-122.684373,45.5308528
Northwest Station at Irving,4404584316,bicycle_rental,-122.6767961,45.5284269
,4408694693,bench,-122.6767304,45.528927
,4408694720,bench,-122.6765688,45.5289943
,4408694726,bench,-122.6765863,45.5290103
,4408694732,bench,-122.6766054,45.5290295
,4408694734,bench,-122.6768569,45.5290319
,4408694748,bench,-122.6768791,45.5290526
,4408694749,bench,-122.676818,45.5290549
,4408694753,bench,-122.6769032,45.5290709
,4408694759,bench,-122.6768402,45.5290756
,4408694760,bench,-122.6767832,45.5290779
,4408694768,bench,-122.6768643,45.5290939
,4408694770,bench,-122.6768053,45.5290986
,4408694778,bench,-122.6768294,45.5291169
,4408694904,vending_machine,-122.6768628,45.5291699
,4408694906,vending_machine,-122.6768692,45.5291746
,4408694908,vending_machine,-122.6768773,45.5291807
,4410764470,bicycle_parking,-122.6831521,45.5211139
,4410764471,bicycle_parking,-122.6834189,45.5211844
Southwest Stark at Burnside,4413713121,bicycle_rental,-122.6840963,45.5227684
,4448506888,bicycle_parking,-122.6575647,45.5313005
Northeast Multnomah at 9th,4448507498,bicycle_rental,-122.6575111,45.5314137
Ovation,4471971661,cafe,-122.681322,45.5323653
Northwest 11th at The Fields,4472022895,bicycle_rental,-122.6823985,45.5323377
Northwest Johnson at Jamison Square,4472142641,bicycle_rental,-122.6820883,45.528627
Biketown PDX NW Flanders at 14th,4472142646,bicycle_rental,-122.6855061,45.5258064
Northwest 10th at Everett,4472142647,bicycle_rental,-122.6811096,45.5249637
Northwest Couch at 1st,4472149716,bicycle_rental,-122.6716853,45.523826
Biketown PDX SW 3rd at Ankeny,4472149717,bicycle_rental,-122.6731925,45.5224341
Biketown PDX SW 2nd at Pine,4472149718,bicycle_rental,-122.6726118,45.5214362
Stanford's Restaurant & Bar,4478203548,restaurant,-122.6558515,45.5317635
,4503790292,bicycle_parking,-122.6872974,45.5214455
,4503790293,bicycle_parking,-122.687288,45.521298
,4506676949,bicycle_parking,-122.6685673,45.5347631
,4506676950,bicycle_parking,-122.6685854,45.5347791
,4506676961,bicycle_parking,-122.6682964,45.5345165
,4506676962,bicycle_parking,-122.6683158,45.5345358
The Hive,4506676968,coworking_space,-122.6683141,45.5346247
Stingray Cafe,4506676970,pub,-122.6683919,45.5346961
,4506676972,waste_basket,-122.6694141,45.5344319
,4506676973,waste_basket,-122.6694081,45.5344963
,4506677096,bicycle_parking,-122.6690458,45.5351274
,4506677111,bicycle_parking,-122.6688403,45.5352338
,4506677112,bicycle_parking,-122.6688389,45.5351878
,4509374275,bench,-122.6756105,45.5264901
,4509374282,waste_basket,-122.6756646,45.5278956
,4509374283,recycling,-122.675665,45.5279117
,4509374285,waste_basket,-122.6756405,45.5272728
,4509374286,recycling,-122.6756248,45.5272706
,4509374288,waste_basket,-122.6754939,45.5272644
,4509375089,recycling,-122.6755131,45.5272635
,4509375091,bicycle_parking,-122.6755016,45.527141
,4509375092,bicycle_parking,-122.6755002,45.526939
,4509375093,bench,-122.6754902,45.5268314
,4509375094,waste_basket,-122.6754859,45.5265469
,4509375095,recycling,-122.6754863,45.5265259
,4509375097,bicycle_parking,-122.6754781,45.5267553
,4509375098,waste_basket,-122.6754779,45.5267339
,4509375099,recycling,-122.6754783,45.5267448
,4509375101,waste_basket,-122.6756573,45.5266933
,4509375102,recycling,-122.6756577,45.5267042
,4509375103,waste_basket,-122.6765253,45.5267837
,4509375104,recycling,-122.6765257,45.5267664
,4509375105,bicycle_parking,-122.6766565,45.5268516
,4509375106,bicycle_parking,-122.6766559,45.5268342
,4509375107,waste_basket,-122.6766523,45.5267372
,4509375108,recycling,-122.6766527,45.5267481
,4509375109,bicycle_parking,-122.6766609,45.5269712
,4509375110,bicycle_parking,-122.676662,45.5270008
,4509375111,waste_basket,-122.6766689,45.5271922
,4509375112,recycling,-122.6766685,45.5271801
,4509375114,waste_basket,-122.6766781,45.5274693
,4509375115,recycling,-122.6766779,45.5274849
,4509375118,bicycle_parking,-122.6765413,45.5275659
,4509375119,bench,-122.6765372,45.527627
,4509375120,bicycle_parking,-122.6765453,45.5276852
,4509375121,waste_basket,-122.6767123,45.5279323
,4509375122,recycling,-122.676696,45.5279319
,4510119659,bicycle_parking,-122.6748559,45.5266114
,4510119662,bicycle_parking,-122.6747177,45.5266171
,4510119666,bicycle_parking,-122.674459,45.5263977
,4510119671,bicycle_parking,-122.6746052,45.5263321
,4510119672,bicycle_parking,-122.6745797,45.526163
,4510119679,bicycle_parking,-122.6744536,45.5262128
,4510119680,bicycle_parking,-122.6744483,45.5260775
,4510119683,bicycle_parking,-122.6747487,45.5260071
,4510119685,bicycle_parking,-122.6753334,45.5258887
,4510119687,recycling,-122.6755777,45.5260449
,4510119688,waste_basket,-122.6755786,45.5260284
,4510120990,recycling,-122.6754677,45.5260485
,4510120991,waste_basket,-122.6754673,45.5260314
,4510120992,bicycle_parking,-122.6754735,45.526291
,4514992758,bicycle_parking,-122.6744025,45.5250445
,4514992759,bicycle_parking,-122.6744012,45.5249806
,4514992760,bicycle_parking,-122.6743864,45.5246987
,4514992767,bicycle_parking,-122.6745396,45.5244161
,4514992768,waste_basket,-122.67438,45.5243682
,4514992771,bicycle_parking,-122.6740434,45.5238853
,4514992772,bicycle_parking,-122.6743787,45.52441
,4514992773,bicycle_parking,-122.6745218,45.5239518
,4514992774,bicycle_parking,-122.6743613,45.5239548
,4514992776,waste_basket,-122.6742754,45.5238759
,4514992777,waste_basket,-122.6738731,45.5238843
,4514992778,bicycle_parking,-122.673802,45.5238872
,4514992779,bicycle_parking,-122.6736236,45.5238956
,4514992780,bicycle_parking,-122.6733185,45.5234723
,4514992782,waste_basket,-122.6733226,45.5237147
,4514992783,bicycle_parking,-122.6733266,45.5236499
,4514992786,bicycle_parking,-122.6735472,45.5243654
,4514993458,waste_basket,-122.6733481,45.5244432
,4514993459,bicycle_parking,-122.6733495,45.5243878
,4514993460,bicycle_parking,-122.6733347,45.5240542
,4514993461,bicycle_parking,-122.6733374,45.5241219
,4514993462,bicycle_parking,-122.6732154,45.5238982
,4514993463,bicycle_parking,-122.6731283,45.5238994
,4514993464,bicycle_parking,-122.673037,45.5239006
,4514993465,bicycle_parking,-122.6729324,45.523902
,4514993470,bicycle_parking,-122.672917,45.5237944
,4514993471,bicycle_parking,-122.6727533,45.5237944
,4514993472,waste_basket,-122.6727869,45.5237916
,4514993478,bicycle_parking,-122.6725099,45.5239643
,4514993480,bicycle_parking,-122.6725192,45.5241879
,4514993481,bicycle_parking,-122.6725139,45.5243195
,4514993483,post_box,-122.6729259,45.524486
,4514993484,bicycle_parking,-122.6729682,45.5245022
,4514993485,bicycle_parking,-122.6730258,45.5245014
,4514993486,bicycle_parking,-122.6731532,45.5244996
,4514993492,bicycle_parking,-122.672595,45.5245074
,4514993493,bicycle_parking,-122.6727358,45.5246173
,4514993494,bicycle_parking,-122.672658,45.5246201
,4514993495,bicycle_parking,-122.6726178,45.5246192
Aprisa,4514993497,fast_food,-122.6722799,45.5244632
,4514993498,waste_basket,-122.6725333,45.5246732
,4514993500,bicycle_parking,-122.672539,45.5247914
,4514993502,bicycle_parking,-122.6725417,45.5249332
,4514993503,bicycle_parking,-122.6725296,45.5250404
,4514993504,bicycle_parking,-122.6723861,45.5251484
,4514993505,bicycle_parking,-122.6725377,45.5251221
,4514993508,bicycle_parking,-122.6728998,45.5252283
,4514993509,bicycle_parking,-122.6728327,45.5252292
,4514993514,waste_basket,-122.6733631,45.5246683
,4514993519,bicycle_parking,-122.6735509,45.5247251
,4514993520,bicycle_parking,-122.6735626,45.524987
,4514993521,bicycle_parking,-122.6735653,45.5250697
,4514993523,bicycle_parking,-122.6733816,45.5251449
,4514993527,bicycle_parking,-122.6737227,45.525203
,4514993528,bicycle_parking,-122.6737562,45.5253148
,4514993529,bicycle_parking,-122.6736785,45.5253186
,4514993530,bicycle_parking,-122.6740473,45.5251993
,4514993531,bicycle_parking,-122.6741532,45.5251974
,4514993532,bicycle_parking,-122.6741418,45.5253073
,4514993539,bicycle_parking,-122.6745716,45.5253637
,4514993540,bicycle_parking,-122.6744134,45.5253637
Whiz Bang Bar,4549663051,ice_cream,-122.672535,45.5213906
,4549663052,atm,-122.6722527,45.5214747
OP Wurst,4549663053,fast_food,-122.6723944,45.5214571
Marukin,4549663054,fast_food,-122.6725003,45.5214393
Kure,4549663055,cafe,-122.6723905,45.5213559
Kim Jong,4549663056,fast_food,-122.6723144,45.5213773
Brass Bar,4549663057,cafe,-122.6724297,45.5215571
Shalom Y'all,4549663058,fast_food,-122.6723489,45.5215309
,4549663059,toilets,-122.6721915,45.5214745
Pollo Bravo,4549663061,fast_food,-122.6724733,45.5214949
,4553002770,parking_entrance,-122.6862587,45.5282134
,4704825604,bicycle_parking,-122.6852691,45.5272818
,4704825609,bicycle_parking,-122.6852369,45.5267538
,4704825610,bicycle_parking,-122.6852356,45.526704
,4704825611,bicycle_parking,-122.6852343,45.5266748
,4704825632,bicycle_parking,-122.6835542,45.5264536
,4704825633,bicycle_parking,-122.6836065,45.5264517
,4704825636,waste_basket,-122.6841671,45.5264395
,4704825647,waste_basket,-122.6844259,45.5257271
,4704825648,bicycle_parking,-122.6848329,45.5257121
,4704825649,bicycle_parking,-122.6850173,45.5257088
,4704825650,bicycle_parking,-122.6850388,45.5257088
,4704825651,bicycle_parking,-122.6851126,45.5252209
,4704825652,bicycle_parking,-122.6850971,45.5252209
,4704825653,bicycle_parking,-122.6850817,45.525221
,4704825654,bicycle_parking,-122.6850797,45.5251654
,4704825655,bicycle_parking,-122.6850958,45.5251655
,4704825656,bicycle_parking,-122.6851119,45.5251656
,4704825657,bicycle_parking,-122.6847856,45.5251143
,4704825658,bicycle_parking,-122.6847239,45.5251162
,4704825659,bicycle_parking,-122.6846528,45.525118
,4704825662,bicycle_parking,-122.6818718,45.523627
,4704825663,bicycle_parking,-122.6819322,45.523626
,4704825664,bicycle_parking,-122.6819925,45.523625
,4704825668,bench,-122.683109,45.5237697
,4706230348,bicycle_parking,-122.6853174,45.5290573
,4706230353,post_box,-122.684558,45.5286841
Pixie Retreat,4735337941,restaurant,-122.6820869,45.5263601
PMC,4765553177,parking_entrance,-122.6758347,45.5205301
,4765553183,bicycle_parking,-122.6756617,45.5204305
,4765553208,bicycle_parking,-122.6766969,45.5202848
,4766168437,bench,-122.6749488,45.5213089
,4766168438,bicycle_parking,-122.6748214,45.5211722
,4766168439,bicycle_parking,-122.6747228,45.5211445
,4766168440,bicycle_parking,-122.6746544,45.5211267
Taqueria Villanueva,4766168443,fast_food,-122.6742166,45.5210665
Star Park,4766168444,parking_entrance,-122.6729812,45.5211856
,4766168446,bicycle_parking,-122.6734595,45.5208123
,4768043711,waste_basket,-122.6714133,45.5236803
,4768043712,bicycle_parking,-122.6714737,45.5236897
,4768043713,bicycle_parking,-122.671475,45.5236634
,4768043716,post_box,-122.6715434,45.5238151
,4768043717,bicycle_parking,-122.6716386,45.5238151
,4768043718,bicycle_parking,-122.671813,45.5238142
,4768043720,bicycle_parking,-122.672112,45.5237898
,4768045221,bicycle_parking,-122.6723025,45.5234891
,4768045222,bicycle_parking,-122.6722381,45.5233134
,4768045226,bicycle_parking,-122.6756525,45.5231934
,4768045227,bicycle_parking,-122.675509,45.5234564
,4768045232,bench,-122.6764006,45.5235124
,4768045234,bicycle_parking,-122.6763939,45.5233649
,4768045235,recycling,-122.6763983,45.5232387
,4768045236,waste_basket,-122.6763721,45.5232392
,4890765787,waste_basket,-122.6833928,45.5321226
,4890765788,bicycle_parking,-122.6833921,45.5320685
,4890765789,bicycle_parking,-122.6833854,45.5319051
,4890765790,bicycle_parking,-122.68338,45.531735
,4890765791,bicycle_parking,-122.6833753,45.5316744
,4890765801,bicycle_parking,-122.6832962,45.5314494
,4890765802,waste_basket,-122.6832975,45.5315537
,4890765803,bicycle_parking,-122.6827839,45.531565
,4890765804,bicycle_parking,-122.6825237,45.5318459
,4890765805,bicycle_parking,-122.682517,45.5316862
,4890765806,bicycle_parking,-122.6825304,45.5319708
,4890765807,bicycle_parking,-122.6825345,45.5320535
,4890765812,bicycle_parking,-122.6828821,45.5322769
,4890765813,bicycle_parking,-122.6832841,45.532294
,4890765816,bicycle_parking,-122.6833566,45.5324002
,4890765817,bicycle_parking,-122.6834022,45.5323353
,4890765818,bicycle_parking,-122.6834223,45.5327891
,4890766023,bicycle_parking,-122.6830253,45.5328868
,4890766045,bicycle_parking,-122.6825586,45.5327929
,4890766046,bicycle_parking,-122.6826042,45.5323767
,4890766085,bicycle_parking,-122.6812973,45.5321968
,4890766087,bicycle_parking,-122.6813583,45.5321211
,4890766088,bicycle_parking,-122.6813449,45.531736
,4890766089,bicycle_parking,-122.6813422,45.5316768
,4987432620,parking_entrance,-122.686207,45.5286782
WeVillage,4989006304,kindergarten,-122.6816207,45.5264146
,5042008654,bicycle_parking,-122.6848492,45.527854
,5042008655,bicycle_parking,-122.685045,45.527853
,5042008656,bicycle_parking,-122.6851469,45.5278512
,5042008658,bicycle_parking,-122.6849552,45.5279601
,5042008659,bicycle_parking,-122.6850155,45.5279592
,5042008662,bicycle_parking,-122.6852723,45.5277713
,5042008663,bicycle_parking,-122.685271,45.5276529
,5042008664,bicycle_parking,-122.6852717,45.5277159
,5042008667,bicycle_parking,-122.6848599,45.5272508
,5042008668,waste_basket,-122.6843872,45.5272823
,5042305805,bicycle_parking,-122.6804397,45.5257954
,5042305807,bicycle_parking,-122.6807977,45.5257898
,5042305811,bicycle_parking,-122.6810653,45.5264982
Albina Community Bank,5042305815,bank,-122.6807991,45.5256291
Create Change,5052574075,doctors,-122.6810413,45.5253806
,5052574081,bicycle_parking,-122.6811156,45.525336
Williamson | Knight,5054795291,arts_centre,-122.6806234,45.5257419
,5054795292,bicycle_parking,-122.6807307,45.5257569
,5054795293,waste_basket,-122.6808259,45.5254149
,5054795294,bicycle_parking,-122.6808165,45.5253585
,5054795297,bicycle_parking,-122.6807642,45.5251833
,5054795299,waste_basket,-122.6803002,45.5250776
,5057264480,bicycle_parking,-122.6806965,45.5252246
,5057264481,bicycle_parking,-122.6806072,45.5252261
,5057264483,bicycle_parking,-122.6804798,45.5252282
,5057264484,bicycle_parking,-122.6804128,45.5252293
,5057264485,bicycle_parking,-122.6804269,45.5251885
Gallo Nero,5057264491,restaurant,-122.6803806,45.5252439
,5057264492,bicycle_parking,-122.68027,45.5252993
,5057264497,bicycle_parking,-122.6803096,45.5253134
Basic Space,5057264498,arts_centre,-122.6803283,45.5254046
,5057264499,bicycle_parking,-122.680321,45.5254281
,5057264500,bicycle_parking,-122.6802532,45.5254567
,5057264501,bicycle_parking,-122.6803196,45.5256672
,5057264502,bicycle_parking,-122.6802626,45.5256944
,5057264505,bicycle_parking,-122.6804987,45.5257588
,5059165273,bicycle_parking,-122.6793385,45.5244988
,5059165274,bicycle_parking,-122.679407,45.5244972
,5059165275,bicycle_parking,-122.6794378,45.5244965
,5059165276,bicycle_parking,-122.6794875,45.5244954
,5059165277,bicycle_parking,-122.6795171,45.5244947
,5059165278,bicycle_parking,-122.6794981,45.5243853
,5059165279,bicycle_parking,-122.6795304,45.5243851
,5059165280,bicycle_parking,-122.6796056,45.5243846
,5059165283,bicycle_parking,-122.6800749,45.5243212
,5059165293,bicycle_parking,-122.6800695,45.5240807
,5059165294,bicycle_parking,-122.6800668,45.5241305
,5059165302,bicycle_parking,-122.6800608,45.5238665
,5059165303,bicycle_parking,-122.6800588,45.5238453
,5059165304,waste_basket,-122.6800568,45.5238035
,5059165307,bicycle_parking,-122.6798596,45.5237749
,5059165308,bicycle_parking,-122.6799025,45.5237742
,5059165309,bicycle_parking,-122.6799582,45.5237733
,5059165310,bicycle_parking,-122.6793815,45.5237829
,5059165319,bicycle_parking,-122.6791897,45.5238918
,5059165320,bicycle_parking,-122.6791913,45.523936
,5059165521,bicycle_parking,-122.6791954,45.5240544
,5059165523,bicycle_parking,-122.6792045,45.5243128
,5059165537,bicycle_parking,-122.6802801,45.5244753
,5059165538,bicycle_parking,-122.6803767,45.5244738
,5059165539,bicycle_parking,-122.6804497,45.5244726
,5059165541,bicycle_parking,-122.680587,45.5244704
,5059165542,bicycle_parking,-122.680624,45.5244698
,5059165543,bicycle_parking,-122.6806669,45.5244691
,5059165544,bicycle_parking,-122.6809513,45.5244645
Chili Pit,5059524275,restaurant,-122.6730101,45.5204431
,5059524282,bicycle_parking,-122.6749519,45.5203297
Prasad East,5063331326,restaurant,-122.6538656,45.5234883
,5063414206,bicycle_parking,-122.682916,45.5313949
,5063414207,bicycle_parking,-122.6830032,45.5314537
,5063414208,bicycle_parking,-122.683378,45.5313654
,5063414209,bicycle_parking,-122.6833626,45.5311709
,5063414210,bicycle_parking,-122.6833589,45.5309757
,5063415237,bicycle_parking,-122.683197,45.5308458
,5063415238,bicycle_parking,-122.6829582,45.5308477
,5063415264,bicycle_parking,-122.6826002,45.5308576
,5063415265,waste_basket,-122.6824795,45.5309449
,5063415270,bicycle_parking,-122.6825023,45.5311455
,5063415271,bicycle_parking,-122.682513,45.5313212
,5063415272,bicycle_parking,-122.6823071,45.5314612
,5064751112,bicycle_parking,-122.6818813,45.5299322
,5064751120,bicycle_parking,-122.681707,45.529453
,5064751122,bicycle_parking,-122.6813985,45.529485
,5064751123,bicycle_parking,-122.6814106,45.5298279
,5064751127,bicycle_parking,-122.6814076,45.5299784
,5064751128,waste_basket,-122.6814136,45.5299918
,5064751130,bicycle_parking,-122.6817177,45.5298965
,5064751131,bicycle_parking,-122.6816896,45.5299463
,5064751134,bicycle_parking,-122.6819035,45.5300195
,5064751136,atm,-122.682167,45.5299881
,5064751138,bicycle_parking,-122.6822984,45.5298392
,5065402425,bicycle_parking,-122.6812953,45.5298204
,5065402426,bicycle_parking,-122.6812872,45.5296325
,5065402427,bicycle_parking,-122.6812778,45.5294869
,5065402428,bicycle_parking,-122.6810391,45.5293619
,5065402429,bench,-122.6811732,45.5293534
,5065402441,bicycle_parking,-122.6804182,45.5294512
,5065402442,bicycle_parking,-122.6804242,45.5295944
,5065402443,bicycle_parking,-122.6804356,45.5299608
,5065402444,bicycle_parking,-122.6806187,45.5299867
,5065402453,waste_basket,-122.6806358,45.5300489
,5065402456,bicycle_parking,-122.6811015,45.5299843
,5065402457,bicycle_parking,-122.6811431,45.5299857
,5065500386,bicycle_parking,-122.6553154,45.5230058
,5065500387,bicycle_parking,-122.6549238,45.5230067
,5065500404,bicycle_parking,-122.6555689,45.5232304
,5065500405,bicycle_parking,-122.6555716,45.5232041
,5065500406,bicycle_parking,-122.6555675,45.5231524
,5068142837,bicycle_parking,-122.6564768,45.5206069
,5072747289,bicycle_parking,-122.6523462,45.5214272
,5072747290,bicycle_parking,-122.6524374,45.5214254
,5072747316,bicycle_parking,-122.6535425,45.5208888
,5072747322,bicycle_parking,-122.6534674,45.5208249
,5075597083,bicycle_parking,-122.6578433,45.5221621
,5075597084,bicycle_parking,-122.6578876,45.5221615
,5075597085,bicycle_parking,-122.6579708,45.5221603
,5075597099,bicycle_parking,-122.6577508,45.5211914
,5076428755,post_box,-122.6575443,45.5228442
,5076428757,bicycle_parking,-122.6577549,45.5226074
,5076428758,bicycle_parking,-122.6577576,45.522551
,5079904223,bicycle_parking,-122.6584321,45.5223871
,5079904224,bicycle_parking,-122.6584328,45.5224101
,5079904238,waste_basket,-122.6579507,45.5228616
,5085236032,bicycle_parking,-122.6586133,45.5233393
,5085236033,bicycle_parking,-122.6586119,45.523362
,5085236034,bicycle_parking,-122.6586104,45.5233864
,5085236045,waste_basket,-122.6583932,45.5236936
,5085236067,atm,-122.6588975,45.5227916
,5085236068,bicycle_parking,-122.6589029,45.5228555
,5085236069,bicycle_parking,-122.6590799,45.5228461
